OBJECTID,SPECIES,TAXONNAME,OLDTAXONNAME,COMMONNAME,FAMILY,ORDER,CLASS,PHYLUM,COMMONFAMILY,COMMONFAMILYALL,LW_A,LW_B,LENTYP,SLTLRAT,FLTLRAT,TROPHIC,TROPHIC_SIMPLE,TROPHIC_MONREP,SPPLEVELID,TARGETED,TOWSPECIES,SHAPE,NUM,R_VALUE,LMAX,L_PACIFIC_AVG,COUNTMAX,PERC_ERROR,SOURCE,ARCTAXONNAME,ALLEN_BOOK_PAGE_FRAME,JOHNSTON,WAKE,MARIANAS,SAMOA,HAWAII,HOW_BAK,PAL_KIN,JARVIS,COMMENT_RANGE,TROPHICLEVEL,LENGTH_CONVERSION_FACTOR,CREATE_DTM,CREATED_BY,LAST_MOD_DTM,LAST_MOD_BY,FISHBASE_,GENERA_SAMOA_BOOKLET,KINGDOM,GENUS,TAXONOMIC_NOTES,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,HYBRID,VARIANT,SCIENTIFIC_NAME,TIMOR
6095,FISH,Un-id fish sp,,,,,,Chordata,Rare_Families,Unspecified Fish,0.01067,3.17765,FL,,,X,LowCarn,SECONDARY,0,0,-1,,,,999,16,999,,Unknown fish,Un-id_fish_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,,Animalia,,Chondrichthyes or Osteichthyes,,,Phylum,,,,,,,-1
6096,FOBR,Foa brachygramma,,Weed cardinalfish,Apogonidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Cardinalfish,0.0155,3.121,FL,,1,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,8,2,15,,Kulbicki Apogon mean,Foa_brachygramma,,0,0,0,0,-1,0,0,0,,3.5,1,,,4/30/2014 2:43 PM,TKANEMURA,Foa brachygramma #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5742#,Foa,Animalia,Foa,,209399,"(Jenkins, 1903)",Species,"Bailly, N. (2010). Foa brachygramma. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=209399 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Apogonidae (Family) > Foa (Genus) > Foa brachygramma (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209399,,,Foa brachygramma,-1
6116,GOVI,Goniistius vittatus,,Hawaiian morwong,Cheilodactylidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Morwong,0.0237,3.056,FL,,0.91,SI,LowCarn,SECONDARY,-1,0,0,,,,41,25,5,,Kulbicki Ctenochaetus spp.,Cheilodactylus_vittatus,,0,0,0,0,0,0,0,0,,3.4,0.91,,,3/13/2019 10:46 AM,GISDAT,Goniistius vittatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=7483#,Goniistius,Animalia,Goniistius,,280921,"(Garrett, 1864)",Species,"Bailly, N. (2010). Goniistius vittatus (Garrett, 1864). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=280921 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Cheilodactylidae (Family) > Goniistius (Genus) > Goniistius vittatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=280921,,,Goniistius vittatus,0
6025,CTFL,Ctenochaetus flavicauda,,Pale-tailed/Whitetail bristletooth,Acanthuridae,Perciformes,Actinopterygii,Chordata,Surgeonfish,Surgeonfish,0.0233,3.0559,TL,1,,H,Herb,PRIMARY,-1,0,0,,,,17,9,20,,FB value for CTSR,Ctenochaetus_flavicauda,052-2,0,0,0,-1,0,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Ctenochaetus flavicauda #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=258&id=59589#,Ctenochaetus,Animalia,Ctenochaetus,,277560,"Fowler, 1938",Species,"Bailly, N. (2010). Ctenochaetus flavicauda Fowler, 1938. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=277560 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Acanthuridae (Family) > Ctenochaetus (Genus) > Ctenochaetus flavicauda (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277560,,,Ctenochaetus flavicauda,0
6029,CTSP,Ctenochaetus sp,,Bristletooth,Acanthuridae,Perciformes,Actinopterygii,Chordata,Surgeonfish,Surgeonfish,0.02371,3.05581,FL,0.9,0.92,H,Herb,PRIMARY,0,-1,0,compressed,198,0,30,10,20,6,Kulbicki 2005,Ctenochaetus_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,0.92,,,4/30/2014 2:43 PM,TKANEMURA,,Ctenochaetus,Animalia,Ctenochaetus,,,,Genus,,,,,,,-1
6030,CTSR,Ctenochaetus striatus,,Striated surgeonfish,Acanthuridae,Perciformes,Actinopterygii,Chordata,Surgeonfish,Surgeonfish,0.02313,3.06347,FL,0.88,0.91,H,Herb,PRIMARY,-1,-1,0,compressed,180,0,28,11,100,7,Kulbicki 2005,Ctenochaetus_striatus,52-1,0,-1,-1,-1,0,-1,-1,-1,,2,0.91,,,4/30/2014 2:43 PM,TKANEMURA,Ctenochaetus striatus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=1262#,Ctenochaetus,Animalia,Ctenochaetus,,219659,"(Quoy & Gaimard, 1825)",Species,"Bailly, N. (2010). Ctenochaetus striatus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219659 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Acanthuridae (Family) > Ctenochaetus (Genus) > Ctenochaetus striatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,,,Ctenochaetus striatus,-1
6031,CTSS,Ctenogobiops sp,,,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0264,2.623,FL,,1,Pk,LowCarn,PLANKTIVORE,0,0,0,,,,8.8,2,10,,Kulbicki Gobiidae mean,Ctenogobiops_sp,,0,-1,-1,-1,0,0,0,0,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,,Animalia,Ctenogobiops,,,,Genus,,,,,,,-1
6033,CTTA,Ctenogobiops tangaroai,,Tangaroa,Gobiidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Goby,0.0096,3.0178,?,,,MI,LowCarn,SECONDARY,-1,0,0,,,,6,,,,FB mean for family,,308-05,0,0,-1,-1,0,0,0,0,,3.2,1,,,4/30/2014 2:43 PM,TKANEMURA,Ctenogobiops tangaroai #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=7211#,,Animalia,Ctenogobiops,,278353,"Lubbock & Polunin, 1977",Species,"Bailly, N. (2010). Ctenogobiops tangaroai Lubbock & Polunin, 1977. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278353 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Gobiidae (Family) > Ctenogobiops (Genus) > Ctenogobiops tangaroai (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278353,,,Ctenogobiops tangaroai,0
6036,DAAR,Dascyllus aruanus,,Whitetail dascyllus,Pomacentridae,Perciformes,Actinopterygii,Chordata,Damselfish,Damselfish,0.04151,2.98888,FL,0.92,0.96,Pk,LowCarn,PLANKTIVORE,-1,0,0,compressed,112,0,8,3,300,12,Kulbicki 2005,Dascyllus_aruanus,077-5,0,-1,-1,-1,0,0,-1,0,,2.5,0.96,,,1/18/2017 3:08 PM,TKANEMURA,Dascyllus aruanus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5110#,Dascyllus,Animalia,Dascyllus,,212843,"(Linnaeus, 1758)",Species,"Bailly, N. (2010). Dascyllus aruanus (Linnaeus, 1758). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=212843 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Pomacentridae (Family) > Dascyllus (Genus) > Dascyllus aruanus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212843,,,Dascyllus aruanus,-1
6120,GRSE,Grammistes sexlineatus,,Sixline soapfish,Serranidae,Perciformes,Actinopterygii,Chordata,Grouper,Grouper,0.0205,3,TL,1,,MI,LowCarn,SECONDARY,-1,-1,0,,,,27,11,4,,FB,Grammistes_sexlineatus,045-G (Myers),0,0,-1,-1,0,0,-1,0,,4,1,,,4/30/2014 2:43 PM,TKANEMURA,Grammistes sexlineatus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=4925#,Grammistes,Animalia,Grammistes,,211864,"(Thunberg, 1792)",Species,"Bailly, N. (2010). Grammistes sexlineatus (Thunberg, 1792). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=211864 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Serranidae (Family) > Grammistes (Genus) > Grammistes sexlineatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=211864,,,Grammistes sexlineatus,-1
6037,DAAU,Dascyllus auripinnis,,Gold-fin dascyllus?,Pomacentridae,Perciformes,Actinopterygii,Chordata,Damselfish,Damselfish,0.0327,2.8561,TL,1,,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,16,5,300,,FB mean for genus,Dascyllus_auripinnis,077-4,0,0,0,-1,0,-1,-1,0,In American Samoa according to Paul Brown (email),,1,,,4/30/2014 2:43 PM,TKANEMURA,Dascyllus auripinnis#http://www.fishbase.org/Summary/speciesSummary.php?ID=59464&genusname=Dascyllus&speciesname=auripinnis#,Dascyllus,Animalia,Dascyllus,,278449,"Randall & Randall, 2001",Species,"Bailly, N. (2010). Dascyllus auripinnis Randall & Randall, 2001. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=278449 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Pomacentridae (Family) > Dascyllus (Genus) > Dascyllus auripinnis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278449,,,Dascyllus auripinnis,0
6039,DALA,Dasyatis lata,,Broad stingray,Dasyatidae,Rajiformes,Chondrichthyes,Chordata,Stingray,Stingray,0.00937,3.35249,WD,1,1,MI,LowCarn,SECONDARY,-1,0,-1,,,,100,,5,,,,,0,0,0,0,0,0,0,0,,,1,,,3/13/2019 10:40 AM,GISDAT,Dasyatis lata#http://www.fishbase.org/Summary/speciesSummary.php?ID=27065&genusname=Dasyatis&speciesname=lata#,Dasyatis,Animalia,Dasyatis,WoRMS class: Elasmobranchii,298768,"(Garman, 1880)",Species,"Bailly, N. (2010). Dasyatis lata (Garman, 1880). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=298768 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Elasmobranchii (Class) > Neoselachii (Subclass) > Batoidea (Infraclass) > Rajiformes (Order) > Dasyatidae (Family) > Dasyatis (Genus) > Dasyatis lata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=298768,,,Dasyatis lata,0
6040,DAMS,Pomacentridae,,,Pomacentridae,Perciformes,Actinopterygii,Chordata,Damselfish,Damselfish,0.02091,3.1908,FL,,0.92,Om,LowCarn,SECONDARY,0,0,0,heterogeneous,2262,0,17.8,4,300,15,Kulbicki 2005,Pomacentrid_sp,,-1,-1,-1,-1,0,-1,-1,-1,,,0.92,,,4/30/2014 2:43 PM,TKANEMURA,,,Animalia,,,,,Family,WoRMS (2011). Pomacentridae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=125553 on 2011-07-26,,,,,,-1
6042,DART,Microdesmidae,,,Microdesmidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Wormfish,0.0091,3,TL,1,,Pk,LowCarn,PLANKTIVORE,0,0,0,,,,11.5,5,5,,FB value for elongated fish,Microdesmid_sp,,0,-1,-1,-1,0,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,Microdesmidae,Animalia,,,,,Family,WoRMS (2011). Microdesmidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=151423 on 2011-07-26,,,,,,-1
6046,DEBI,Dendrochirus biocellatus,,Twospot turkeyfish,Scorpaenidae,Scorpaeniformes,Actinopterygii,Chordata,Rare_Families,Scorpionfish,0.0246,2.908,FL,,1,Pisc,Pisc,PISCIVORE,-1,0,0,,,,12,,2,,Kulbicki Scorpaenidae mean,Dendrochirus_biocellatus,,0,0,-1,-1,0,0,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,Dendrochirus biocellatus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=882&id=5827#,Dendrochirus,Animalia,Dendrochirus,,218051,"(Fowler, 1938)",Species,"Bailly, N. (2010). Dendrochirus biocellatus (Fowler, 1938). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218051 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Scorpaeniformes (Order) > Scorpaenidae (Family) > Dendrochirus (Genus) > Dendrochirus biocellatus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218051,,,Dendrochirus biocellatus,-1
6122,GUCU,Gunnellichthys curiosus,,Curious wormfish,Microdesmidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Wormfish,0.0059,3.231,FL,1,1,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,12,7,5,,Kulbicki Labroides dimidiatus,Gunnellichthys_curiosus,285-3,0,0,-1,0,-1,-1,0,0,,3.3,1,,,4/30/2014 2:43 PM,TKANEMURA,Gunnellichthys curiosus #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=12677#,Gunnellichthys,Animalia,Gunnellichthys,,219608,"Dawson, 1968",Species,"Bailly, N. (2010). Gunnellichthys curiosus Dawson, 1968. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219608 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Microdesmidae (Family) > Gunnellichthys (Genus) > Gunnellichthys curiosus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219608,,,Gunnellichthys curiosus,-1
6049,DIHY,Diodon hystrix,,Spot-fin porcupinefish,Diodontidae,Tetraodontiformes,Actinopterygii,Chordata,Porcupinefish,Porcupinefish,0.19343,2.47179,FL,1,1,MI,LowCarn,SECONDARY,-1,0,-1,odd,22,0,91,36,5,9,Kulbicki 2005,Diodon_hystrix,421-1,-1,-1,-1,-1,-1,-1,-1,-1,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Diodon hystrix #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=1022#,Diodon,Animalia,Diodon,,127403,"Linnaeus, 1758",Species,"Bailly, N. (2011). Diodon hystrix Linnaeus, 1758. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=127403 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Tetraodontiformes (Order) > Diodontidae (Family) > Diodon (Genus) > Diodon hystrix (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=127403,,,Diodon hystrix,-1
6050,DILI,Diodon liturosus,,Black-blotchedporcupinefish,Diodontidae,Tetraodontiformes,Actinopterygii,Chordata,Porcupinefish,Porcupinefish,0.0678,2.784,FL,,1,MI,LowCarn,SECONDARY,-1,0,-1,,,,50,,2,,Kulbicki Diodontidae mean,Diodon_liturosus,,0,0,-1,-1,0,-1,0,0,,3.4,1,,,4/30/2014 2:43 PM,TKANEMURA,Diodon liturosus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=6552#,Diodon,Animalia,Diodon,,219970,"Shaw, 1804",Species,"Bailly, N. (2010). Diodon liturosus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219970 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Tetraodontiformes (Order) > Diodontidae (Family) > Diodon (Genus) > Diodon liturosus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219970,,,Diodon liturosus,-1
6051,DIXA,Diproctacanthus xanthurus,,Yellowtail tubelip,Labridae,Perciformes,Actinopterygii,Chordata,Wrasse,Wrasse,0.0107,3.178,FL,,1,Cor,LowCarn,SECONDARY,-1,0,0,,,,10,,20,,Kulbicki Labridae mean,Diproctacanthus_xanthurus,,0,0,0,0,0,0,0,0,,3.3,1,,,4/30/2014 2:43 PM,TKANEMURA,Diproctacanthus xanthurus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5108#,Diproctacanthus,Animalia,Diproctacanthus,,218970,"(Bleeker, 1856)",Species,"Bailly, N. (2010). Diproctacanthus xanthurus (Bleeker, 1856). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218970 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Labridae (Family) > Diproctacanthus (Genus) > Diproctacanthus xanthurus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218970,,,Diproctacanthus xanthurus,-1
6053,DOLP,Delphinidae,,Dolphin,Delphinidae,Cetacea,Mammalia,Chordata,Rare_Families,Dolphin,0,0,,,,X,,,0,0,-1,,,,999,,999,,Dolphin,Delphinid_sp,,-1,-1,-1,-1,-1,-1,-1,-1,,,1,,,8/1/2013 10:12 AM,GISDAT,,,Animalia,,,,"Gray, 1821",Family,"Perrin, W. (2011). Delphinidae. In: Perrin, W.F. World Cetacea Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=136980 on 2011-07-26",,,,,,-1
6054,DOTT,Pseudochromis sp,,,Pseudochromidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Dottyback,0.00956,3.16714,FL,,1,MI,LowCarn,SECONDARY,0,0,0,normal,97,0,8.1,,10,8,Kulbicki 2005,Pseudochromis_sp,,0,0,0,0,0,0,0,0,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,Pseudochromis,Animalia,Pseudochromis,,,,Genus,,,,,,,-1
6055,DRAG,Callionymidae,,,Callionymidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Dragonet,0.0491,2.317,FL,,1,MI,LowCarn,SECONDARY,0,0,0,,,,10,4,5,,Kulbicki Synchiropus spp.,Callionymid_sp,,0,-1,-1,-1,0,-1,-1,-1,,,1,,,4/30/2014 2:43 PM,TKANEMURA,,Callionymidae,Animalia,,,,,Family,WoRMS (2011). Callionymidae. In: Nicolas Bailly (2011). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=125522 on 2011-07-26,,,,,,-1
6057,ECMI,Ecsenius midas,,Persian blenny,Blenniidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Blenny,0.0239,2.584,FL,1,0.87,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,10,6,40,,Kulbicki Ecsenius spp.,Ecsenius_midas,351-1,0,0,-1,0,0,-1,-1,-1,,2.6,0.87,,,4/30/2014 2:43 PM,TKANEMURA,Ecsenius midas #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=7561#,,Animalia,Ecsenius,,219271,"Starck, 1969",Species,"Bailly, N. (2010). Ecsenius midas. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=219271 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Blenniidae (Family) > Ecsenius (Genus) > Ecsenius midas (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219271,,,Ecsenius midas,-1
5915,CHAG,Chromis agilis,,Agile chromis,Pomacentridae,Perciformes,Actinopterygii,Chordata,Damselfish,Damselfish,0.0035,3,TL,1,,Pk,LowCarn,PLANKTIVORE,-1,0,0,,,,11,5,300,,FB,Chromis_agilis,080-1,-1,-1,-1,-1,-1,-1,-1,-1,,3,1,,,4/30/2014 2:43 PM,TKANEMURA,Chromis agilis #http://www.fishbase.org/Country/CountrySpeciesSummary.cfm?c_code=840B&id=5669#,Chromis,Animalia,Chromis,,212808,"Smith, 1960",Species,"Bailly, N. (2010). Chromis agilis. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=212808 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Pomacentridae (Family) > Chromis (Genus) > Chromis agilis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212808,,,Chromis agilis,0
5917,CHAM,Chromis amboinensis,,Ambon chromis,Pomacentridae,Perciformes,Actinopterygii,Chordata,Damselfish,Damselfish,0.0258,3,TL,1,,H,Herb,PRIMARY,-1,0,0,,,,8,6,300,,FB,Chromis_amboinensis,081-2,0,0,-1,-1,0,0,0,-1,Jarvis sighting needs confirmation.,2.7,1,,,4/30/2014 2:43 PM,TKANEMURA,Chromis amboinensis #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5671#,Chromis,Animalia,Chromis,,273711,"(Bleeker, 1871)",Species,"Bailly, N. (2010). Chromis amboinensis (Bleeker, 1871). In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=273711 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Pomacentridae (Family) > Chromis (Genus) > Chromis amboinensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273711,,,Chromis amboinensis,-1
5919,CHAR,Cheilodipterus artus,,Wolf cardinalfish,Apogonidae,Perciformes,Actinopterygii,Chordata,Rare_Families,Cardinalfish,0.0038,3.59,FL,,0.96,MI,LowCarn,SECONDARY,-1,0,0,,,,18.7,,,,FishBase,,262-05,0,0,-1,-1,0,0,0,0,Maybe at Wake. In Samoa according to DPB.,4.1,0.96,,,4/30/2014 2:43 PM,TKANEMURA,Cheilodipterus artus #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5780#,Cheilodipterus,Animalia,Cheilodipterus,,209377,"Smith, 1961",Species,"Bailly, N. (2010). Cheilodipterus artus. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=209377 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Apogonidae (Family) > Cheilodipterus (Genus) > Cheilodipterus artus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209377,,,Cheilodipterus artus,-1
5922,CHBE,Chaetodon bennetti,,Bluelashed butterflyfish,Chaetodontidae,Perciformes,Actinopterygii,Chordata,Butterflyfish,Butterflyfish,0.03839,2.88508,FL,1,1,MI,LowCarn,SECONDARY,-1,0,0,very-flat,20,0,18,12,10,7,Kulbicki 2005,Chaetodon_bennetti,020-5,0,0,-1,-1,0,-1,-1,0,,3.3,1,,,10/9/2018 10:13 AM,GISDAT,Chaetodon bennetti #http://www.fishbase.org/Summary/SpeciesSummary.cfm?id=5559#,Chaetodon,Animalia,Chaetodon,,218735,"Cuvier, 1831",Species,"Bailly, N. (2010). Chaetodon bennetti. In: Nicolas Bailly (2010). FishBase. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=218735 on 2011-07-26",Biota (Superdomain) > Animalia (Kingdom) > Chordata (Phylum) > Vertebrata (Subphylum) > Gnathostomata (Superclass) > Pisces (Superclass) > Actinopterygii (Class) > Perciformes (Order) > Chaetodontidae (Family) > Chaetodon (Genus) > Chaetodon bennetti (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218735,,,Chaetodon bennetti,-1
